car_id,351,,,,,
Part ID in Bumper,Part Name,Type,Price,Model year,TYP 2  - MRP,
4,Front Bumper,TYP 1,1800,2005 - 2009,1250,
5,Rear Bumper,TYP 1,1200,2005 - 2009,2650,
1,Left Fender,C,1300,,1119,
2,Right Fender,C,1300,,1119,
10,Trunk,TYP 1,5010,2005 - 2009,4700,
3,Bonnet,TYP 1,3100,2005 - 2009,2975,
3,Bonnet,TYP 2,3100,2005 - 2009,,
6,Left Front Door,TYP 1,6200,2005 - 2009,5200,
7,Right Front Door,TYP 1,5400,2005 - 2009,5200,
8,Left Rear Door,C,6100,,6000,
9,Right Rear Door,C,6100,,6000,
13,Left Running Board,C,1400,,,
14,Right Running Board,C,1400,,,
11,Left Quarter Panel,C,1500,,1375,
12,Right Quarter Panel,C,1500,,1375,
15,Roof,C,3300,,3186,
33,Tow Cap,,,,,
27,Door Handel,,,,,
18,Side view mirror Rh,TYP 1,400,2005 - 2009,"normal -1925 , electrical - 2375",
18,Side view mirror Lh,TYP 1,400,2005 - 2009,,
60,Bumper Mount,,,,,
21,Bumper Lining,,,,,
42,Bumper Upper Grill,,,,,
43,Bumper Lower Grill,,,,,
32,Fog Lamp Right,C,1200,,1160,
39,Fog Lamp Left,C,1200,,1160,
63,Fog lamp Mount,,,,,
31,Front Monogram,,,,,
38,Headlight Right,TYP 1 - without motor,1300,,2000,
38,Headlight Right,TYP 1- with motor ,3500,,,
16,Headlight Left,TYP 1 - without motor,1300,,2000,
16,Headlight Left,TYP 1 - with motor,3500,,,
19,Taillight Right,TYP 1,900,,1190,
20,Taillight Left,TYP 1,900,,1190,
64,Sensors/Camera,,,,,
65,Bumper Guard/Beading,,,,,
66,Wheel Arch Lining,,,,,
67,Indicator,,,,,
40,Right Fender Indicator,,,,,
41,Front Logo,,,,,
44,Right Fender Monogram,,,,,
68,Lock & Latch,,,,,
69,Bonnet lining,,,,,
70,Bonnet Mounts,,,,,
30,Door beading,,,,,
71,Door inner beading,,,,,
72,Window beading,,,,337,
45,Window Glass,C,3500,,715,
73,Window Glass Rubber Channel,,,,,
74,Glass Beading Front,C,400,,,
75,Window Glass Lift Channel,,,,,
76,Power Window Switch,,,,,
77,Window Manual Switch,,,,,
78,Power Window Motor,,,,,
79,Door Lock Mechanism,,,,,
80,Central Locking Mechanism,,,,,
81,Door Mounts,,,,,
82,Fuel Cap,,,,,
83,Wheel Arch Lining,,,,,
84,Quarter glass,,,,,
85,Quarter glass Beading,,,,,
86,Trunk Door Lining,,,,,
87,Trunk Door Beading,C,300,,,
88,Back Logo,,,,,
89,Trunk Door Glass,TYP 1,1500,2005 - 2009,1675,
22,Number Plate,,,,,
90,Number plate Light,,,,,
91,Inner Rubber Beading,,,,,
36,Wiper,,,,,
92,Wiper Blades,,,,,
93,Wiper Scuffing,,,,,
55,Mud Flaps,,,,,
94,Wheel Caps,,,,,
95,Alloy Wheels,,,,,
96,Tires,,,,,
97,After Market Fog Lamp,,,,,
98,Interior Ambient Light,,,,,
99,Bull Guard,,,,,
100,After Market Antenna,,,,,
101,Laser Cut Number Plates,,,,,
46,Windshield,C,3300,,2980,
